Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Culture_Normal_0105,Culture,Music,Normal,Which was NOT the name of a Luke Combs tour?,Beer Never Broke My Heart Tour,When It Rains It Pours Tour,Don't Tempt Me With A Good Time Tour,Growin' Up and Gettin' Old Tour,When It Rains It Pours Tour,"""Don't Tempt Me with a Good Time Tour"" (2017-18) was his first headline tour. Next came ""Beer Never Broke My Heart Tour"" in 2019. Luke's companion albums ""Grownin' Up"" and ""Gettin' Old"" in 2024 were acknowledged in that tour's name.",,https://www.funtrivia.com/quiz/music/the-best-of-luke-combs-418213.html
Question_MQ_Parsed_Nature_Normal_0069,Nature,Animals,Normal,"Having the same name as a part of Canada, this beloved dog is playful, hard working and a good friend. It is often used as a guide dog for the disabled, a search-and-rescue dog, and a detector of narcotics. It's a member of the Sporting Group.",Rhodesian Ridgeback,Pembroke Welsh Corgi,Labrador Retriever,Cardigan Welsh Corgi,Labrador Retriever,Retriever The chocolate Labrador is one of the three accepted colors of the Labrador retriever.,,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_Nature_Normal_0070,Nature,Animals,Normal,"This dog has the same name as a British fighter jet. It's a member of the Hound group and looks like a small English fox hound, but its personality is like a beagle's.",Havanese,Chow Chow,Chihuahua,Harrier,Harrier,The Harrier is also a famed British jump jet. The chow chow has a black tongue. Chihuahuas have been used in commercials.,,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_Nature_Normal_0071,Nature,Animals,Normal,"This breed is named after a region of Turkey. It is indispensable to the shepherds of Turkey, helping to protect the herds from predators. It belongs to the working group.",Vizsla,Schnauzer,Pomeranian,Anatolian Shepherd Dog,Anatolian Shepherd Dog,"Shepherd Dog The AKC describes the Anatolian as a majestic, noble animal.",,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_Nature_Normal_0072,Nature,Animals,Normal,"This very strong breed, a member of the working group, was originally bred in Japan for such tough assignments as hunting bears! Today the Japanese use it as a watchdog.",Kurita,Akita,Chow Chow,Akagi,Akita,One look at the Akita will make you respect it.,,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_Nature_Normal_0073,Nature,Animals,Normal,"This dog has the same name as a place in Yorkshire, although ""Yorkshire"" is not part of the name. Good natured and fun loving, the breed belongs to the terrier group. It was registered with the American Kennel Club way back in 1888.",Glen of Imaal terrier,Airedale,Gordon Setter,Plothound,Airedale,The Airedale just looks as if it's always ready for a good time.,,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_Nature_Normal_0074,Nature,Animals,Normal,"This breed, often associated with a country in Europe, is a smart, proud dog and makes an excellent companion. By American Kennel Club standards, it comes in three sizes. Two sizes are members of the non-sporting group and one is a member of the toy group. European clubs divide the breed into four classifications.",Poodle,Schnauzer,Pomeranian,Springer Spaniel,Poodle,Tzu Other accepted answers: shih-tzu A bow on the top of the head can keep the coat out of the Shih Tzu's eyes.,,https://www.funtrivia.com/quiz/animals/down-the-ladder-part-2-doggies-95831.html
Question_MQ_Parsed_History_Normal_0062,History,History,Normal,"In February 2010, a series of winter storms blanketed the east coast in 40 inches of snow in less than a week. As what was this phenomenon referred?",Snowpocalypse,Snow Bath,The End of Days,Snowmageddon,Snowmageddon,"Coming up from Mexico, the storm traveled east before heading into the Atlantic Ocean. Snow accumulated across southern Pennsylvania, the Eastern Panhandle of West Virginia, northern Virginia, Washington, D.C., Maryland, Delaware, and South Jersey.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0063,History,History,Normal,"In 2011, protestors took to the streets standing against corporate influence in the government, bank bailouts, and growing wealth disparity. What were these protests called?",Occupy Wall Street,New York Financial District Protests,End Capitalism,Eat the Rich,Occupy Wall Street,"Three people were killed and hundreds injured, including 17",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0064,History,History,Normal,"In 2012, what ancient civilization's calendar ended, causing a panic as people interpreted the end of it as the end of times?",Maya,Inca,Aztec,Teuchitlan,Maya,"Three people were killed and hundreds injured, including 17 who lost limbs. Three days later on April 18, FBI identified Tsarnaev brothers as the suspects of the bombing. The brothers immediately acquired weapons and went to MIT where they got in a struggle with a police officer who they shot to death while trying to get the officer's gun. They started traveling and stole a car and robbed the owner of the car. Cops were able to track the car via the carjacking victim's phone and car's anti-theft tracking device. When the cops caught up early on April 19, the brothers and police engaged in a shootout. Both brothers were shot but Tamerlan was apprehended. While handcuffing him, Dzhokhar drove the car towards the officers who were arresting Tamerlan. The officers were not hit but Tamerlan was ran over and dragged under the car about 30 feet. Tamerlan died in the hospital later. Many hours later, Dzhokhar was found in serious but stable condition in a",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0065,History,History,Normal,"On April 15, 2013, where did the Tsarnaev Brothers detonate bombs in a domestic terrorist attack?",Kent State,Los Angeles Airport,Oklahoma City,Boston Marathon,Boston Marathon,"Three people were killed and hundreds injured, including 17 who lost limbs. Three days later on April 18, FBI identified Tsarnaev brothers as the suspects of the bombing. The brothers immediately acquired weapons and went to MIT where they got in a struggle with a police officer who they shot to death while trying to get the officer's gun. They started traveling and stole a car and robbed the owner of the car. Cops were able to track the car via the carjacking victim's phone and car's anti-theft tracking device. When the cops caught up early on April 19, the brothers and police engaged in a shootout. Both brothers were shot but Tamerlan was apprehended. While handcuffing him, Dzhokhar drove the car towards the officers who were arresting Tamerlan. The officers were not hit but Tamerlan was ran over and dragged under the car about 30 feet. Tamerlan died in the hospital later. Many hours later, Dzhokhar was found in serious but stable condition in a boat parked outside someone's home. In June, Dzhokhar was indicted by a federal grand jury on 30 charges, some of them being death penalty eligible. In 2015, Dzhokhar was sentenced to death. As of March 2024, Dzhokhar awaits death by lethal injection in a prison in Florence, Colorado.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0066,History,History,Normal,"In 2014, what city in Michigan declared a water crisis when the water tested positive for lead and other bacteria?",Detroit,Flint,Rock City,Lansing,Flint,"The switch caused water distribution pipes to corrode and leach lead and other contaminants into municipal drinking water. In 2024, Flint government officials reported that the water is safe to drink. In other news, a settlement of over $626 million has not been paid out to Flint citizens, well surpassing the payout deadline of March 2023.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0067,History,History,Normal,"On June 26, 2015, the Supreme Court struck down all state bans on which of the following?",Sale and use of marijuana,Same sex marriage,The production of electric-only vehicles,Legal drinking age of 21,Same sex marriage,"S. Supreme Court held in a 5-4 decision that the Fourteenth Amendment requires all states to grant same-sex marriages, and recognize same-sex marriages granted in other states in the Obergefell v. Hodges case.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0068,History,History,Normal,"In 2016, what business mogul/reality television star won the presidential election?",Caitlyn Jenner,Donald Trump,Paris Hilton,Guy Fieri,Donald Trump,"Trump named Mike Pence as his Vice President. Donald Trump's company was inherited from his grandmother and then father, and was passed on to his children after he won the presidential election. Prior to that, for the first 14 seasons, Donald Trump hosted a reality television show called ""The Apprentice"", where contestants competed for a chance to be hired into one of the organizations owned by Trump.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0069,History,History,Normal,"In 2018, Joseph DeAngelo pled guilty to 13 counts of first-degree murder, all committed in the 70s and 80s, and was dubbed the Golden State Killer. What did this 74 year-old spend several years doing professionally?",Police Officer,Pediatrician,Teacher,Fire Fighter,Police Officer,"Loughlin and her husband Giannulli were indicted by the FBI and U.S. Attorney's Office for fraud and bribery offenses on March 12, 2019. The following day, Loughlin and her husband surrendered to federal authorities in Los Angeles. On May 22, 2020, Loughlin pleaded guilty to one count of conspiracy to commit wire and mail fraud, and her husband pleaded guilty to one count of conspirac",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_History_Normal_0070,History,History,Normal,"In 2019, a scandal arose over a conspiracy to influence undergraduate admissions decisions at several top American universities. Over 53 people were involved, but which former television show celebrity caught a lot of attention for it?",John Stamos,Lori Loughlin,Sarah Michelle Gellar,Jonathan Taylor Thomas,Lori Loughlin,"Loughlin and her husband Giannulli were indicted by the FBI and U.S. Attorney's Office for fraud and bribery offenses on March 12, 2019. The following day, Loughlin and her husband surrendered to federal authorities in Los Angeles. On May 22, 2020, Loughlin pleaded guilty to one count of conspiracy to commit wire and mail fraud, and her husband pleaded guilty to one count of conspiracy to commit wire and mail fraud and honest services wire and mail fraud.",,https://www.funtrivia.com/quiz/history/2010s-like-it-was-yesterday-415121.html
Question_MQ_Parsed_For Children_Normal_0071,For Children,Forchildren,Normal,"In America, what is this yellow vehicle most likely carrying?",Chickens,Cheese,Chemicals,Children,Children,Often a school bus is bright yellow making it easier to see. Many school buses have a bright red stop sign that tells other drivers to stop so children can safely cross the street. Now imagine a bus rolling up to school with a bunch of chickens!,,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0072,For Children,Forchildren,Normal,Yum! Dad is making your favorite yellow dinner! Which of the following ingredients will he NOT need?,Bananas,Cheese,Butter,Milk,Bananas,"In fact, the juice of a lemon is very acidic and could damage your teeth if water is not added first. Mixing lemons with water and sugar makes a delicious summertime drink called lemonade. Like oranges and grapefruits, lemons contain an important nutrient called vitamin C.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0073,For Children,Forchildren,Normal,If you were to eat this yellow fruit what taste would you notice most?,Sweet,Sour,Bitter,Salty,Sour,"In fact, the juice of a lemon is very acidic and could damage your teeth if water is not added first. Mixing lemons with water and sugar makes a delicious summertime drink called lemonade. Like oranges and grapefruits, lemons contain an important nutrient called vitamin C.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0074,For Children,Forchildren,Normal,If you were to see this bright yellow sign what would you expect to find?,People floating on a river.,A wet floor.,Ice skaters.,Someone riding a flying carpet.,A wet floor.,"Since it might be hard to tell if the floor is wet and slippery, a sign is often placed to let people know to watch their step! Warning signs are often yellow as it is one of the easiest colors for our eyes to notice. Yellow signs on the side of the road are usually warnings to drivers to pay attention to possible danger.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0075,For Children,Forchildren,Normal,Where are you most likely to find a blue-and-yellow macaw in the wild?,On a mountain peak,In a desert,At the beach,In a rainforest,In a rainforest,"Of course, many people keep the macaw as a pet, so they can also be found in people's homes. The blue-and-yellow macaw can copy speech and other sounds it hears. They also can live for 70 to 80 years!",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0076,For Children,Forchildren,Normal,Why do you think bees make and store honey in their hives?,To feed the queen bee.,To attract bears to protect the hive.,To eat when they are hungry.,The stickiness helps them walk upside down.,To eat when they are hungry.,"Honey bees are incredible little gals! A worker bee will visit hundreds of flowers in a day to gather up nectar. The nectar is brought back to the hive where it is turned into honey and then stored for when the bees are hungry. Bees LOVE eating honey any time, but they store it mostly to save for winter months when flowers are not available. The one bee in the hive that does not eat the honey is the queen bee. Queen bees are fed a diet of royal jelly made from pollen rather than nectar. The royal jelly is full of the protein a queen bee needs to continue to lay eggs to help the hive grow bigger.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0077,For Children,Forchildren,Normal,Which of the following is NOT true about lions?,Their family is called a pride.,Females do most of the hunting.,Male lions usually have a mane of hair on their face.,They will only eat meat they kill.,They will only eat meat they kill.,"Believe it or not, lions will happily take any meal they can get as long as it is meat. In fact, it is estimated that almost half of a lion's food comes from animals that were already dead from other predators or natural causes. Female lions will do almost all of the hunting and they do it as a team by surrounding their prey. If a male lion needs to hunt, it will usually hide and jump out and surprise the prey. Most animals that would be hunted are faster than the lion, so sneaking up is a critical strategy in order for the pride to be successful.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_For Children_Normal_0078,For Children,Forchildren,Normal,"If I told you sunflowers follow the sun all day, which direction would they start the day facing?",West,East,North,South,East,"Sunflowers will follow the sun throughout the day. This is called phototropism! Why does it follow the sun you ask? Well for two main reasons. First, facing the sun allows the flower to gain more heat that the flower can turn into energy. Second, the heat increases the chance that bees and other pollinators will visit and spread the flower's pollen.",,https://www.funtrivia.com/quiz/forchildren/hello-yellow-411629.html
Question_MQ_Parsed_Culture_Normal_0106,Culture,Literature,Normal,"It's not only humans who use prayer and invocation - in ""Midsummer Night's Dream"", a group of fairies sing a protective prayer for their queen beginning with ""You spotted snakes with double tongue, Thorny hedgehogs, be not seen.""  What is the name of their queen, who they are hoping is not disturbed by creepy crawlies while asleep?",Oberon,Titania,Miranda,Marina,Titania,,,https://www.funtrivia.com/quiz/literature/prayer-and-invocation-in-shakespeare-360922.html
Question_MQ_Parsed_Culture_Normal_0107,Culture,Literature,Normal,"In a late play, Shakespeare has a wizard character and his sidekick Ariel raise three Roman goddesses to bless a young couple (his daughter Miranda and a young man the wizard has helped match with her). Which play does this powerfully magical moment come from?","Pericles, Prince of Tyre",Cymbeline,The Tempest,A Winter's Tale,The Tempest,"Tempest ""The Tempest"" features Prospero raising Iris, Ceres, and Juno (three goddesses whose strengths include fertility and family, among others) to bless the union of his daughter Miranda and the young prince Ferdinand. Prospero then gives up his powers.",,https://www.funtrivia.com/quiz/literature/prayer-and-invocation-in-shakespeare-360922.html
Question_MQ_Parsed_Culture_Normal_0108,Culture,Literature,Normal,"This isn't a spoken incantation or prayer, but in ""Titus Andronicus"" the title character shoots arrows with pleas to the various Roman gods who he thinks can provide him with better justice than the emperor seems able to provide. Which Emperor are they trying to shame by insulting his justice?",Lucius,Bassianus,Saturninus,Marcus Andronicus,Saturninus,"Titus is a victim of much of this crime (and brings a good bit of it down on himself too - like any good tragic protagonist), and pleads for justice in vain, even to the gods.",,https://www.funtrivia.com/quiz/literature/prayer-and-invocation-in-shakespeare-360922.html
Question_MQ_Parsed_History_Normal_0075,History,History,Normal,"Like many other nations, the COVID-19 pandemic hit Italy hard in 2020.  In what region of Italy, in the city of Codogno (54 km from Milan), was the first outbreak of COVID-19 confirmed on February 21, 2020?",Piedmont,Lazio,Lombardy,Campania,Lombardy,,,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0076,History,History,Normal,"What individual, who served as Prime Minister of Italy from 2018 to 2021, signed a decree that imposed a national lockdown in March 2020?",Silvio Berlusconi,Romano Prodi,Giovanni Spadolini,Giuseppe Conte,Giuseppe Conte,Conte's decision to impose a national lockdown of Italy had popular support but the economic impact of the decision was widely criticized.,,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0077,History,History,Normal,"In what nation was the Italian ambassador Luca Attanasio killed, after he and his bodyguard were shot near Virunga National Park, in February 2021?",Australia,Russia,El Salvador,Democratic Republic of the Congo,Democratic Republic of the Congo,An investigation did not conclusively determine who was behind the attempted kidnapping and murder that took Attanasio's life. The incident understandably caused the relationship between Italy and both the Democratic Republic of the Congo and Rwanda to be strained.,,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0078,History,History,Normal,"What was the name of the Italian rock band that won the Eurovision Song Contest 2021 with ""Zitti e buoni"", giving Italy its first win since 1990?",Måneskin,Spagna,Lacuna Coil,Theatres des Vampires,Måneskin,"Thirteen cities across Europe hosted football matches. Italy won all three of its Group A matches and finished with a +7 goal differential. Then Italy defeated Austria in the Round of 16 (2-1), Belgium in the quarterfinals (2-1), Spain in the semifinals on penalty kicks and England in the final on penalty kicks. The semi-finals and the final were played in London.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0079,History,History,Normal,"What continental sports tournament with 24 teams opened in Rome in June 2021 and was eventually won by Italy, for the first time since 1968?",European Cricket Championship 2021,EuroBasket 2021,Euro 2020 (UEFA European Football Championship),2020 European Athletics Championships,Euro 2020 (UEFA European Football Championship),"Thirteen cities across Europe hosted football matches. Italy won all three of its Group A matches and finished with a +7 goal differential. Then Italy defeated Austria in the Round of 16 (2-1), Belgium in the quarterfinals (2-1), Spain in the semifinals on penalty kicks and England in the final on penalty kicks. The semi-finals and the final were played in London.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0080,History,History,Normal,In what Italian city was the G20 summit held in October 2021 that rolled back tariffs previously imposed by the USA?,Rome,Messina,Palermo,Verona,Rome,"Lviv is located just 43 miles (70 km) east of Poland. Several other nations moved their embassies to Lviv and some Ukrainian government agencies and media outlets also moved from Kyiv to Lviv. To aid in the war effort, the Italian government began sending weapons to Ukraine on February 28, 2022.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0081,History,History,Normal,"Due to security concerns, the Italian embassy in Ukraine was moved from Kyiv to what city in western Ukraine, in March 2022?",Odesa,Sevastopol,Kharkiv,Lviv,Lviv,"Lviv is located just 43 miles (70 km) east of Poland. Several other nations moved their embassies to Lviv and some Ukrainian government agencies and media outlets also moved from Kyiv to Lviv. To aid in the war effort, the Italian government began sending weapons to Ukraine on February 28, 2022.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0082,History,History,Normal,"On what mountain, the highest of the Dolomites, did a block of glacial ice called a serac collapse on July 3, 2022 causing the deaths of 11 mountain climbers?",Mount Perdido,Weisshorn,Aneto,Marmolada,Mount Perdido,"Marmolada rises to an elevation of 10,968 ft (3,343 m). The collapse of the serac on Marmolada on July 3, 2022 triggered an avalanche that sent down more than 200,000 cubic meters of ice. Tragically, 11 mountaineers died and eight others were wounded.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_History_Normal_0083,History,History,Normal,"Who became the first woman to serve as Prime Minister of Italy, when she took office in October 2022?",Giorgia Meloni,Giada de Laurentiis,Monica Bellucci,Letizia Moratti,Giorgia Meloni,"Who became the first woman to serve as Prime Minister of Italy, when she took office in October 2022. Afterwards, the Italian President Sergio Mattarella dissolved the parliament and a special election was held on September 25, 2022. As the leader of the Brothers of Italy party, Giorgia Meloni won the election and became the first female Prime Minister of Italy.",,https://www.funtrivia.com/quiz/history/italian-history-from-2020-2022-411746.html
Question_MQ_Parsed_For Children_Normal_0089,For Children,Forchildren,Normal,"In ""Deep Trouble"", D13 is a substance that does what?",Protects plants,Makes plants healthier,Kills living things,Makes animals enormous,Makes animals enormous,"They run into their uncle Harold's house (they are living with their uncle for the summer) to show it to him and ask him about it. He's not home, so they explore his forbidden lab. They both grab a green substance and fight over it, and it ends up falling into a tank with a blowfish. The blowfish becomes so big that it breaks the tank and it develops the power to shoot its thorns. It doesn't manage to hit the kids, but it breaks a lot of glasses in the basement which alerts Uncle Harold. He comes into the lab and saves the kids, but he is not happy that they went into the basement against his warnings or about the mess in the basement. Bills shows Uncle Harold the giant shark tooth to explain why they went in the basement to look for him. He tells them to stay away from the beach. Billy disobeys him, goes to the beach, and he sees a man fall unconscious while trying to warn him about Lady Milton. Billy, Sheena, Uncle Harold, and Uncle Harold's lab assistant Ritter take the man into the house and lay him down on the couch. He briefly regains consciousness and mentions Lady Milton again, and then he falls unconscious again. Uncle Harold decides to check out what the man was talking about. Ritter convinces him to allow Ritter, Sheena, and Billy to go with him, saying that one person cannot do it alone. The housekeeper stays home and attempts to call 911, but the phone line is down. When they reach an island, three of them get out of the boat. Ritter stays in the boat, tells Uncle Harold that he is protecting their experiment, and takes the boat back home, leaving Uncle Harold, Billy, and Sheena stranded on the island. At the beginning of part two, Uncle Harold explains what is going on. He tells his nephew and niece that he invented",,https://www.funtrivia.com/quiz/forchildren/goosebumps-seasons-three-and-four-419843.html
Question_MQ_Parsed_Hobbies_Normal_0084,Hobbies,Hobbies,Normal,What is not permissible in a vegan diet?,Eggplant (aubergine),Broccoli,Cheddar,Red cabbage,Cheddar,Cheddar is a cheese normally made from cow's milk and therefore an animal product which is anathema to vegans. Question submitted by Desimac,,https://www.funtrivia.com/quiz/hobbies/food-subjects-418545.html
Question_MQ_Parsed_Hobbies_Normal_0085,Hobbies,Hobbies,Normal,"What is the missing food-related word in ""The ____ War"", which was a dispute over fishing rights between the UK and Iceland?",Scallop,Turbot,Cod,Lobster,Cod,There was one death during the Cod Wars. After an agreement was signed the British fishing industry was devastated with thousands of jobs lost and many trawlers sold. Question submitted by shipyardbernie,,https://www.funtrivia.com/quiz/hobbies/food-subjects-418545.html
Question_MQ_Parsed_Hobbies_Normal_0086,Hobbies,Hobbies,Normal,"Arthritis sufferers, rheumatoid and osteo, are often told to avoid fruit and vegetables from the nightshade family. If this is valid advice (there's no conclusive research) which of the following foods *won't* harm?",Cherries,Aubergine,Tomatoes,Potatoes,Cherries,"It is a versatile food that can be served in numerous ways. As a first course, it can be served with onion gravy. For a main course, it may be served with roast beef as part of the traditional Sunday roast. Sausages can be added to make toad in the hole, or it can be filled with foods such as savoury mince, or other cooked meat to make a meal. In some parts of England (especially the Midlands), Yorkshire pudding is eaten as a dessert, with jam or a sweet sauce (considered sacrilege to Yorkshire people). Cookery writer Hannah Glasse in the 18th-century was the first to use the term Yorkshire pudding in print. Question submitted by esspee",,https://www.funtrivia.com/quiz/hobbies/food-subjects-418545.html
Question_MQ_Parsed_Hobbies_Normal_0087,Hobbies,Hobbies,Normal,"A mixture of Yorkshire pudding batter put into a roasting pan, which then has pork sausages (or other sausages) added before being roasted in a hot oven, is called what?",Black pudding,Bubble and squeak,Toad in the hole,Welsh rarebit,Toad in the hole,"It is a versatile food that can be served in numerous ways. As a first course, it can be served with onion gravy. For a main course, it may be served with roast beef as part of the traditional Sunday roast. Sausages can be added to make toad in the hole, or it can be filled with foods such as savoury mince, or other cooked meat to make a meal. In some parts of England (especially the Midlands), Yorkshire pudding is eaten as a dessert, with jam or a sweet sauce (considered sacrilege to Yorkshire people). Cookery writer Hannah Glasse in the 18th-century was the first to use the term Yorkshire pudding in print. Question submitted by esspee",,https://www.funtrivia.com/quiz/hobbies/food-subjects-418545.html
Question_MQ_Parsed_Hobbies_Normal_0088,Hobbies,Hobbies,Normal,The first Kellogg's Pop Tarts came out in 1965. The iconic breakfast food wasn't originally called Pop Tarts. What was its original working name?,Fruit Scones,Toaster Delight,Fruity Pastry,Pop 'O Liciousis,Fruit Scones,"Lamb roasted with rosemary (and a lot of garlic) and served with a fresh mint sauce is a great, if very rare, treat. Oregano and basil would be good in any pasta sauce. Thyme and parsley would go well in a beef or root vegetable stew. Dill and chives might be appropriate in a lighter sauce for chicken or fish. Question submitted by KKT",,https://www.funtrivia.com/quiz/hobbies/food-subjects-418545.html
Question_MQ_Parsed_Culture_Normal_0109,Culture,Entertainment,Normal,"What does the ""I"" stand for in the movie and television website ""IMDb?""",International,Inside,Italian,Internet,Internet,"Despite its name, the website contains information about film, television and video games. Question by player Joepetz",,https://www.funtrivia.com/quiz/entertainment/funtrivia-entertainment-mix-vol-17-410979.html
Question_MQ_Parsed_Culture_Normal_0110,Culture,Humanities,Normal,"In some versions of the myth, such as Euripides' interpretation, Clytemnestra's first husband was a king who shared his name with a man who offended the gods. Who was this prince?",Tantalus,Pirithous,Sisyphus,Ixion,Tantalus,"In some versions of the myth, such as Euripides' interpretation, Clytemnestra's first husband was a king who shared his name with a man who offended the gods. Clytemnestra's husband came from the same line; in some myths he was the son of King Thyestes of Olympia and great-grandson of the original Tantalus, while in others he was the son of Broteas and grandson of the original Tantalus. He is thought to have married Clytemnestra while she was in her teens.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0111,Culture,Humanities,Normal,"Clytemnestra's sister Helen was promised to Menelaus, who eventually replaced Tyndareus as King of Sparta. However, a Trojan prince who came to Sparta on a diplomatic mission ran away with her. Which goddess had promised him Helen after he gave her a golden apple?",Hera,Aphrodite,Artemis,Athena,Aphrodite,"Eris got her own back by throwing a golden apple with 'To the Fairest' written on it into the midst of the party. Three goddesses claimed the apple: Hera, Aphrodite and Athena. Zeus refused to judge which one was the fairest and gave the task to Paris. The three goddesses offered Paris incentives in return for the apple. Hera promised to make him king of Europe and Asia, Athena promised him wisdom in war, and Aphrodite promised him the world's most beautiful woman. Paris gave the apple to Aphrodite, who told him that the world's most beautiful woman was the Spartan princess Helen. Sources differ as to whether Paris kidnapped Helen against her will, or whether she willingly went with him and abandoned Menelaus. Unfortunately, not only did Paris earn Hera's wrath, but the kidnapping of Helen also led to the Trojan War.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0112,Culture,Humanities,Normal,"Clytemnestra had four children with Agamemnon: one boy, Orestes, and three girls. Iphigenia and Electra were two of the girls, but who was the third?",Chryseis,Chrysanthe,Chrysothemis,Chrysippe,Chrysothemis,"She played the most minor role of the children, and, unlike Electra and Orestes, she was not involved on taking revenge on Clytemnestra for her murder of Agamemnon. She was more passive than Electra, believing that women were weak, although she did have a brief moment of rebellion when she threw out the libations that Clytemnestra had ordered her to place on Agamemnon's grave.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
Question_MQ_Parsed_Culture_Normal_0113,Culture,Humanities,Normal,"Agamemnon and the Greek fleet had assembled at Aulis and were due to sail from there, but were unable to sail because of the weather conditions. The seer Calchas told him to sacrifice his daughter Iphigenia to appease the gods. Agamemnon summoned Clytemnestra and Iphigenia to Aulis on the pretext that Iphigenia was to marry a Greek hero before he went to war. Which hero was this?",Diomedes,Odysseus,Achilles,Ajax,Achilles,"The Greek fleet was unable to sail and the soldiers were growing restless. Calchas, a seer, saw two eagles descend on a hare and kill it, and interpreted it as an omen that Agamemnon should sacrifice Iphigenia. In Euripides' 'Iphigenia at Aulis', Agamemnon sent a message to Clytemnestra, telling her to bring Iphigenia to Aulis so that she could marry Achilles, then changed his mind and had a second message sent, but Menelaus intercepted it. It was too late anyway, as Clytemnestra and Iphigenia were already en route. Clytemnestra, Achilles, and Iphigenia later discovered that the marriage was a pretext for sacrificing Iphigenia. Both she and Clytemnestra pleaded with Agamemnon to change his mind, and Achilles also tried to rally the Greeks into stopping the sacrifice, but he was outnumbered. Iphigenia eventually consented to be sacrificed, despite Clytemnestra's protests, and begged Achilles not to throw away his life. In some versions of the myth, Artemis took pity on Iphigenia and whisked her away to Tauris, leaving a deer in her place. However, Clytemnestra was not aware of this, and hated Agamemnon even more for killing their child.",,https://www.funtrivia.com/quiz/humanities/had-enough-419730.html
